"manufacturer","mfr.division","carline","displacement","cylinders","transmission","city.fe","hwy.fe","gears","drive.system"
"Kia","KIA MOTORS CORPORATION","Sedona SX",3.3,6,"Auto(S6)",18,25,6,"F"
"Kia","KIA MOTORS CORPORATION","Sedona SXL",3.3,6,"Auto(S6)",17,22,6,"F"
"Nissan","NISSAN","QUEST",3.5,6,"Auto(AV)",20,27,1,"F"
"Toyota","TOYOTA","SIENNA",3.5,6,"Auto(S8)",19,27,8,"F"
"Toyota","TOYOTA","SIENNA AWD",3.5,6,"Auto(S8)",18,24,8,"A"
"Honda","Acura","MDX FWD",3.5,6,"Auto(S9)",20,27,9,"F"
"Honda","Acura","MDX FWD",3.5,6,"Auto(S9)",19,27,9,"F"
"Honda","Acura","RDX FWD",3.5,6,"Auto(S6)",20,28,6,"F"
"BMW","BMW","X3 sDrive 28i",2,4,"Auto(S8)",21,28,8,"R"
"General Motors","Buick","ENCORE",1.4,4,"Auto(S6)",27,33,6,"F"
"General Motors","Buick","ENCORE",1.4,4,"Auto(S6)",25,33,6,"F"
"General Motors","Buick","ENVISION FWD",2.5,4,"Auto(A6)",22,29,6,"F"
"General Motors","Cadillac","XT5",3.6,6,"Auto(S8)",19,27,8,"F"
"General Motors","Chevrolet","EQUINOX FWD",2.4,4,"Auto(A6)",21,31,6,"F"
"General Motors","Chevrolet","EQUINOX FWD",2.4,4,"Auto(A6)",21,31,6,"F"
"General Motors","Chevrolet","EQUINOX FWD",3.6,6,"Auto(A6)",17,24,6,"F"
"General Motors","Chevrolet","TRAX",1.4,4,"Auto(S6)",25,33,6,"F"
"FCA US LLC","Dodge","Journey",2.4,4,"Auto(A4)",19,25,4,"F"
"FCA US LLC","Dodge","Journey",3.6,6,"Auto(A6)",17,25,6,"F"
"FCA US LLC","FIAT","500X",1.4,4,"Manual(M6)",25,33,6,"F"
"FCA US LLC","FIAT","500X",2.4,4,"Auto(A9)",22,30,9,"F"
"Ford Motor Company","Ford","EDGE FWD",2,4,"Auto(S6)",21,29,6,"F"
"Ford Motor Company","Ford","EDGE FWD",2,4,"Auto(S6)",20,29,6,"F"
"Ford Motor Company","Ford","EDGE FWD",3.5,6,"Auto(S6)",17,26,6,"F"
"Ford Motor Company","Ford","ESCAPE FWD",1.5,4,"Auto(S6)",23,30,6,"F"
"Ford Motor Company","Ford","ESCAPE FWD",2,4,"Auto(S6)",22,29,6,"F"
"Ford Motor Company","Ford","ESCAPE FWD",2.5,4,"Auto(S6)",21,29,6,"F"
"Ford Motor Company","Ford","ESCAPE FWD FFV",2.5,4,"Auto(S6)",21,29,6,"F"
"General Motors","GMC","TERRAIN FWD",2.4,4,"Auto(A6)",21,31,6,"F"
"General Motors","GMC","TERRAIN FWD",2.4,4,"Auto(A6)",21,31,6,"F"
"General Motors","GMC","TERRAIN FWD",3.6,6,"Auto(A6)",17,24,6,"F"
"Honda","Honda","CR-V FWD",1.5,4,"Auto(AV)",28,34,1,"F"
"Honda","Honda","CR-V FWD",2.4,4,"Auto(AV)",26,32,1,"F"
"Honda","Honda","PILOT FWD",3.5,6,"Auto(A6)",19,27,6,"F"
"Honda","Honda","PILOT FWD",3.5,6,"Auto(S9)",20,27,9,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe FWD",3.3,6,"Auto(S6)",18,25,6,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport FWD",2,4,"Auto(S6)",20,28,6,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport FWD",2.4,4,"Auto(S6)",21,27,6,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport ULTIMATE FWD",2,4,"Auto(S6)",20,27,6,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Ultimate FWD",3.3,6,"Auto(S6)",17,23,6,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson Eco FWD",1.6,4,"Auto(AM7)",26,32,7,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson FWD",1.6,4,"Auto(AM7)",25,30,7,"F"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson FWD",2,4,"Auto(S6)",23,30,6,"F"
"Nissan","INFINITI","QX60 FWD",3.5,6,"Auto(AV-S7)",20,27,7,"F"
"Nissan","INFINITI","QX70 RWD",3.7,6,"Auto(S7)",17,24,7,"R"
"FCA US LLC","Jeep","Cherokee FWD",2.4,4,"Auto(A9)",21,30,9,"F"
"FCA US LLC","Jeep","Cherokee FWD",2.4,4,"Auto(A9)",21,30,9,"F"
"FCA US LLC","Jeep","Cherokee FWD",3.2,6,"Auto(A9)",21,29,9,"F"
"FCA US LLC","Jeep","Compass FWD",2,4,"Auto(AV)",22,26,1,"F"
"FCA US LLC","Jeep","Compass FWD",2,4,"Manual(M5)",23,30,5,"F"
"FCA US LLC","Jeep","Compass FWD",2.4,4,"Auto(A6)",21,27,6,"F"
"FCA US LLC","Jeep","Compass FWD",2.4,4,"Manual(M5)",23,28,5,"F"
"FCA US LLC","Jeep","Patriot FWD",2,4,"Auto(AV)",22,26,1,"F"
"FCA US LLC","Jeep","Patriot FWD",2,4,"Manual(M5)",23,30,5,"F"
"FCA US LLC","Jeep","Patriot FWD",2.4,4,"Auto(A6)",21,27,6,"F"
"FCA US LLC","Jeep","Patriot FWD",2.4,4,"Manual(M5)",23,28,5,"F"
"FCA US LLC","Jeep","Renegade 4x2",1.4,4,"Manual(M6)",24,31,6,"F"
"FCA US LLC","Jeep","Renegade 4x2",2.4,4,"Auto(A9)",22,30,9,"F"
"Kia","KIA MOTORS CORPORATION","Sorento FWD",2,4,"Auto(S6)",20,27,6,"F"
"Kia","KIA MOTORS CORPORATION","Sorento FWD",2.4,4,"Auto(S6)",21,28,6,"F"
"Kia","KIA MOTORS CORPORATION","Sorento FWD",3.3,6,"Auto(S6)",18,25,6,"F"
"Kia","KIA MOTORS CORPORATION","Sportage FE FWD",2.4,4,"Auto(S6)",23,30,6,"F"
"Kia","KIA MOTORS CORPORATION","Sportage FWD",2,4,"Auto(S6)",21,26,6,"F"
"Kia","KIA MOTORS CORPORATION","Sportage FWD",2.4,4,"Auto(S6)",22,29,6,"F"
"Toyota","LEXUS","NX 200t",2,4,"Auto(S6)",22,28,6,"F"
"Toyota","LEXUS","RX 350",3.5,6,"Auto(S8)",20,27,8,"F"
"Ford Motor Company","Lincoln","MKC  FWD",2,4,"Auto(S6)",21,28,6,"F"
"Ford Motor Company","Lincoln","MKX FWD",2.7,6,"Auto(S6)",18,25,6,"F"
"Ford Motor Company","Lincoln","MKX FWD",3.7,6,"Auto(S6)",17,25,6,"F"
"MAZDA","MAZDA","CX-9 2WD",2.5,4,"Auto(S6)",22,28,6,"F"
"Mercedes-Benz","Mercedes-Benz","GLC 300",2,4,"Auto(A9)",22,28,9,"R"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER 2WD",2.4,4,"Auto(AV-S6)",25,30,6,"F"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER SPORT 2WD",2,4,"Auto(AV-S6)",24,30,6,"F"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER SPORT 2WD",2,4,"Manual(M5)",23,29,5,"F"
"Nissan","NISSAN","PATHFINDER 2WD",3.5,6,"Auto(AV)",20,27,1,"F"
"Nissan","NISSAN","ROGUE FWD",2.5,4,"Auto(AV)",26,33,1,"F"
"Nissan","NISSAN","ROGUE FWD Hybrid",2,4,"Auto(AV-S7)",33,35,7,"F"
"Toyota","TOYOTA","HIGHLANDER",2.7,4,"Auto(S6)",20,24,6,"F"
"Toyota","TOYOTA","HIGHLANDER",3.5,6,"Auto(S8)",20,27,8,"F"
"Toyota","TOYOTA","HIGHLANDER LE/XLE/SE/LTD",3.5,6,"Auto(S8)",21,27,8,"F"
"Toyota","TOYOTA","RAV4",2.5,4,"Auto(S6)",23,29,6,"F"
"Toyota","TOYOTA","RAV4 LE/XLE",2.5,4,"Auto(S6)",23,30,6,"F"
"Volkswagen Group of","Volkswagen","Tiguan",2,4,"Auto(S6)",20,24,6,"F"
"Volvo","Volvo Cars of North America, LLC","XC60 FWD",2,4,"Auto(S8)",23,30,8,"F"
"Honda","Acura","MDX AWD",3.5,6,"Auto(S9)",18,26,9,"A"
"Honda","Acura","MDX AWD",3.5,6,"Auto(S9)",19,26,9,"A"
"Honda","Acura","RDX AWD",3.5,6,"Auto(S6)",19,27,6,"A"
"Volkswagen Group of","Audi","Q5",2,4,"Auto(S8)",20,27,8,"A"
"Volkswagen Group of","Audi","Q5",3,6,"Auto(S8)",18,26,8,"A"
"Volkswagen Group of","Audi","SQ5",3,6,"Auto(S8)",17,24,8,"A"
"BMW","BMW","X3 xDrive28i",2,4,"Auto(S8)",21,28,8,"A"
"BMW","BMW","X3 xDrive35i",3,6,"Auto(S8)",19,26,8,"A"
"BMW","BMW","X4 M40i",3,6,"Auto(S8)",19,26,8,"A"
"BMW","BMW","X4 xDrive28i",2,4,"Auto(S8)",20,27,8,"A"
"General Motors","Buick","ENCORE AWD",1.4,4,"Auto(S6)",26,31,6,"A"
"General Motors","Buick","ENCORE AWD",1.4,4,"Auto(S6)",24,30,6,"A"
"General Motors","Buick","ENVISION AWD",2,4,"Auto(A6)",20,26,6,"A"
"General Motors","Buick","ENVISION AWD",2.5,4,"Auto(A6)",21,28,6,"A"
"General Motors","Cadillac","XT5 AWD",3.6,6,"Auto(S8)",18,26,8,"A"
"General Motors","Chevrolet","EQUINOX AWD",2.4,4,"Auto(A6)",20,28,6,"A"
"General Motors","Chevrolet","EQUINOX AWD",2.4,4,"Auto(A6)",20,28,6,"A"
"General Motors","Chevrolet","EQUINOX AWD",3.6,6,"Auto(A6)",16,23,6,"A"
"General Motors","Chevrolet","TRAX AWD",1.4,4,"Auto(S6)",24,30,6,"A"
"FCA US LLC","Dodge","Journey AWD",3.6,6,"Auto(A6)",16,24,6,"A"
"FCA US LLC","FIAT","500X AWD",2.4,4,"Auto(A9)",21,29,9,"A"
"Ford Motor Company","Ford","EDGE AWD",2,4,"Auto(S6)",20,27,6,"A"
"Ford Motor Company","Ford","EDGE AWD",2.7,6,"Auto(S6)",17,24,6,"A"
"Ford Motor Company","Ford","EDGE AWD",3.5,6,"Auto(S6)",17,24,6,"A"
"Ford Motor Company","Ford","ESCAPE AWD",1.5,4,"Auto(S6)",22,28,6,"A"
"Ford Motor Company","Ford","ESCAPE AWD",2,4,"Auto(S6)",20,27,6,"A"
"General Motors","GMC","TERRAIN AWD",2.4,4,"Auto(A6)",20,28,6,"A"
"General Motors","GMC","TERRAIN AWD",3.6,6,"Auto(A6)",16,23,6,"A"
"Honda","Honda","CR-V AWD",1.5,4,"Auto(AV)",27,33,1,"A"
"Honda","Honda","CR-V AWD",2.4,4,"Auto(AV)",25,31,1,"A"
"Honda","Honda","PILOT AWD",3.5,6,"Auto(A6)",18,26,6,"A"
"Honda","Honda","PILOT AWD",3.5,6,"Auto(S9)",19,26,9,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe AWD",3.3,6,"Auto(S6)",18,24,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport AWD",2,4,"Auto(S6)",19,26,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport AWD",2.4,4,"Auto(S6)",20,26,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Sport ULTIMATE AWD",2,4,"Auto(S6)",19,24,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Santa Fe Ultimate AWD",3.3,6,"Auto(S6)",17,22,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson AWD",1.6,4,"Auto(AM7)",24,28,7,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson AWD",2,4,"Auto(S6)",21,26,6,"A"
"Hyundai","HYUNDAI MOTOR COMPANY","Tucson Eco AWD",1.6,4,"Auto(AM7)",25,30,7,"A"
"Nissan","INFINITI","QX60 AWD",3.5,6,"Auto(AV-S7)",19,26,7,"A"
"Nissan","INFINITI","QX70 AWD",3.7,6,"Auto(S7)",16,22,7,"A"
"Jaguar Land Rover L","Jaguar","F-Pace",2,4,"Auto(S8)",26,33,8,"A"
"Jaguar Land Rover L","Jaguar","F-Pace",3,6,"Auto(S8)",18,23,8,"A"
"FCA US LLC","Jeep","Cherokee 4X4",2.4,4,"Auto(A9)",21,28,9,"A"
"FCA US LLC","Jeep","Cherokee 4X4",2.4,4,"Auto(A9)",21,28,9,"A"
"FCA US LLC","Jeep","Cherokee 4X4",3.2,6,"Auto(A9)",20,27,9,"A"
"FCA US LLC","Jeep","Cherokee 4x4 Active Drive II",2.4,4,"Auto(A9)",21,27,9,"4"
"FCA US LLC","Jeep","Cherokee 4x4 Active Drive II",3.2,6,"Auto(A9)",18,26,9,"4"
"FCA US LLC","Jeep","Cherokee Trailhawk 4X4",2.4,4,"Auto(A9)",19,25,9,"4"
"FCA US LLC","Jeep","Cherokee Trailhawk 4X4",3.2,6,"Auto(A9)",18,24,9,"4"
"FCA US LLC","Jeep","Compass 4X4",2.4,4,"Auto(A6)",20,25,6,"4"
"FCA US LLC","Jeep","Compass 4X4",2.4,4,"Auto(AV)",20,23,1,"4"
"FCA US LLC","Jeep","Compass 4X4",2.4,4,"Manual(M5)",22,27,5,"A"
"FCA US LLC","Jeep","Patriot 4X4",2.4,4,"Auto(A6)",20,25,6,"4"
"FCA US LLC","Jeep","Patriot 4X4",2.4,4,"Auto(AV)",20,23,1,"4"
"FCA US LLC","Jeep","Patriot 4X4",2.4,4,"Manual(M5)",22,27,5,"A"
"FCA US LLC","Jeep","Renegade 4x4",1.4,4,"Manual(M6)",24,31,6,"A"
"FCA US LLC","Jeep","Renegade 4x4",2.4,4,"Auto(A9)",21,29,9,"A"
"FCA US LLC","Jeep","Wrangler 4X4",3.6,6,"Auto(A5)",17,21,5,"4"
"FCA US LLC","Jeep","Wrangler 4X4",3.6,6,"Manual(M6)",17,21,6,"4"
"FCA US LLC","Jeep","Wrangler Unlimited 4X4",3.6,6,"Auto(A5)",16,20,5,"4"
"FCA US LLC","Jeep","Wrangler Unlimited 4X4",3.6,6,"Manual(M6)",16,21,6,"4"
"Kia","KIA MOTORS CORPORATION","Sorento AWD",2,4,"Auto(S6)",19,25,6,"A"
"Kia","KIA MOTORS CORPORATION","Sorento AWD",2.4,4,"Auto(S6)",21,25,6,"A"
"Kia","KIA MOTORS CORPORATION","Sorento AWD",3.3,6,"Auto(S6)",17,23,6,"A"
"Kia","KIA MOTORS CORPORATION","Sorento AWD FE",3.3,6,"Auto(S6)",18,25,6,"A"
"Kia","KIA MOTORS CORPORATION","Sportage AWD",2,4,"Auto(S6)",20,23,6,"A"
"Kia","KIA MOTORS CORPORATION","Sportage AWD",2.4,4,"Auto(S6)",21,25,6,"A"
"Kia","KIA MOTORS CORPORATION","Sportage FE AWD",2.4,4,"Auto(S6)",21,25,6,"A"
"Jaguar Land Rover L","Land Rover","Discovery Sport",2,4,"Auto(S9)",20,25,9,"4"
"Jaguar Land Rover L","Land Rover","Range Rover Evoque",2,4,"Auto(S9)",21,29,9,"4"
"Jaguar Land Rover L","Land Rover","Range Rover Evoque Cabriolet",2,4,"Auto(S9)",20,28,9,"4"
"Toyota","LEXUS","NX 200t AWD",2,4,"Auto(S6)",22,28,6,"A"
"Toyota","LEXUS","NX 200t AWD F SPORT",2,4,"Auto(S6)",22,27,6,"A"
"Toyota","LEXUS","NX 300h AWD",2.5,4,"Auto(AV-S6)",33,30,6,"A"
"Toyota","LEXUS","RX 350 AWD",3.5,6,"Auto(S8)",19,26,8,"A"
"Ford Motor Company","Lincoln","MKC  AWD",2,4,"Auto(S6)",19,25,6,"A"
"Ford Motor Company","Lincoln","MKC  AWD",2,4,"Auto(S6)",19,25,6,"A"
"Ford Motor Company","Lincoln","MKC  AWD",2.3,4,"Auto(S6)",18,25,6,"A"
"Ford Motor Company","Lincoln","MKX AWD",2.7,6,"Auto(S6)",17,24,6,"A"
"Ford Motor Company","Lincoln","MKX AWD",3.7,6,"Auto(S6)",16,23,6,"A"
"MAZDA","MAZDA","CX-9 4WD",2.5,4,"Auto(S6)",20,26,6,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLC 43 4MATIC",3,6,"Auto(A9)",18,24,9,"4"
"Mercedes-Benz","Mercedes-Benz","AMG GLC 43 4MATIC (coupe)",3,6,"Auto(A9)",18,24,9,"4"
"Mercedes-Benz","Mercedes-Benz","GLA 250 4MATIC",2,4,"Auto(AM7)",23,31,7,"4"
"Mercedes-Benz","Mercedes-Benz","GLA 250 4MATIC",2,4,"Auto(AM7)",23,31,7,"4"
"Mercedes-Benz","Mercedes-Benz","GLC 300 4MATIC",2,4,"Auto(A9)",21,28,9,"4"
"Mercedes-Benz","Mercedes-Benz","GLC 300 4MATIC (Coupe)",2,4,"Auto(A9)",22,27,9,"4"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER 4WD",2.4,4,"Auto(AV-S6)",24,29,6,"4"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER 4WD",3,6,"Auto(S6)",20,27,6,"4"
"Mitsubishi Motors Co","Mitsubishi Motors Corporation","OUTLANDER SPORT 4WD",2,4,"Auto(AV-S6)",23,29,6,"4"
"Nissan","NISSAN","PATHFINDER 4WD",3.5,6,"Auto(AV)",19,26,1,"4"
"Nissan","NISSAN","PATHFINDER 4WD PLATINUM",3.5,6,"Auto(AV)",19,26,1,"4"
"Nissan","NISSAN","ROGUE AWD",2.5,4,"Auto(AV)",25,32,1,"A"
"Nissan","NISSAN","ROGUE AWD Hybrid",2,4,"Auto(AV-S7)",31,34,7,"A"
"Porsche","Porsche","Macan",2,4,"Auto(AM-S7)",20,25,7,"A"
"Porsche","Porsche","Macan GTS",3,6,"Auto(AM-S7)",17,23,7,"A"
"Porsche","Porsche","Macan S",3,6,"Auto(AM-S7)",17,23,7,"A"
"Porsche","Porsche","Macan Turbo",3.6,6,"Auto(AM-S7)",17,23,7,"A"
"Porsche","Porsche","Macan Turbo Kit",3.6,6,"Auto(AM-S7)",17,23,7,"A"
"Subaru","Subaru","CROSSTREK",2,4,"Auto(AV-S6)",26,33,6,"A"
"Subaru","Subaru","CROSSTREK",2,4,"Manual(M5)",23,30,5,"A"
"Subaru","Subaru","FORESTER",2,4,"Auto(AV-S8)",23,27,8,"A"
"Subaru","Subaru","FORESTER",2.5,4,"Auto(AV)",26,32,1,"A"
"Subaru","Subaru","FORESTER",2.5,4,"Manual(M6)",22,28,6,"A"
"Subaru","Subaru","OUTBACK",2.5,4,"Auto(AV-S6)",25,32,6,"A"
"Subaru","Subaru","OUTBACK",3.6,6,"Auto(AV-S6)",20,27,6,"A"
"Toyota","TOYOTA","RAV4 AWD",2.5,4,"Auto(S6)",22,28,6,"A"
"Toyota","TOYOTA","RAV4 HYBRID AWD",2.5,4,"Auto(AV-S6)",34,30,6,"A"
"Toyota","TOYOTA","RAV4 Limited AWD/SE AWD",2.5,4,"Auto(S6)",22,28,6,"A"
"Volkswagen Group of","Volkswagen","Tiguan 4Motion",2,4,"Auto(S6)",20,24,6,"A"
"Volvo","Volvo Cars of North America, LLC","XC60 AWD",2,4,"Auto(S8)",20,29,8,"A"
"Volvo","Volvo Cars of North America, LLC","XC60 AWD",2,4,"Auto(S8)",20,27,8,"A"
"BMW","BMW","X5 sDrive35i",3,6,"Auto(S8)",18,25,8,"R"
"BMW","BMW","X6 sDrive35i",3,6,"Auto(S8)",18,25,8,"R"
"General Motors","Buick","ENCLAVE FWD",3.6,6,"Auto(A6)",15,22,6,"F"
"General Motors","Cadillac","ESCALADE 2WD",6.2,8,"Auto(A8)",15,22,8,"R"
"General Motors","Chevrolet","C1500 SUBURBAN 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","Chevrolet","C1500 SUBURBAN 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","Chevrolet","C1500 TAHOE 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","Chevrolet","C1500 TAHOE 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","Chevrolet","TRAVERSE FWD",3.6,6,"Auto(A6)",15,22,6,"F"
"FCA US LLC","Dodge","Durango RWD",3.6,6,"Auto(A8)",19,26,8,"R"
"FCA US LLC","Dodge","Durango RWD",5.7,8,"Auto(A8)",14,22,8,"R"
"Ford Motor Company","Ford","Expedition 2WD",3.5,6,"Auto(S6)",15,21,6,"R"
"Ford Motor Company","Ford","Expedition EL 2WD",3.5,6,"Auto(S6)",15,20,6,"R"
"Ford Motor Company","Ford","EXPLORER FFV 2WD",3.5,6,"Auto(S6)",17,24,6,"F"
"Ford Motor Company","Ford","EXPLORER FWD",2.3,4,"Auto(S6)",19,27,6,"F"
"Ford Motor Company","Ford","EXPLORER FWD",3.5,6,"Auto(S6)",17,24,6,"F"
"Ford Motor Company","Ford","Flex FWD",3.5,6,"Auto(S6)",16,23,6,"F"
"General Motors","GMC","ACADIA FWD",2.5,4,"Auto(A6)",21,26,6,"F"
"General Motors","GMC","ACADIA FWD",3.6,6,"Auto(A6)",18,25,6,"F"
"General Motors","GMC","ACADIA LIMITED FWD",3.6,6,"Auto(A6)",15,22,6,"F"
"General Motors","GMC","C1500 YUKON 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","GMC","C1500 YUKON 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","GMC","C1500 YUKON 2WD",6.2,8,"Auto(A8)",15,22,8,"R"
"General Motors","GMC","C1500 YUKON XL 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","GMC","C1500 YUKON XL 2WD",5.3,8,"Auto(A6)",16,23,6,"R"
"General Motors","GMC","C1500 YUKON XL 2WD",6.2,8,"Auto(A8)",15,22,8,"R"
"Nissan","INFINITI","QX60 FWD Hybrid",2.5,4,"Auto(AV-S7)",25,27,7,"F"
"Nissan","INFINITI","QX80 2WD",5.6,8,"Auto(S7)",14,20,7,"R"
"FCA US LLC","Jeep","Grand Cherokee 4X2",3.6,6,"Auto(A8)",19,26,8,"R"
"Ford Motor Company","Lincoln","MKT FWD",3.7,6,"Auto(S6)",16,24,6,"F"
"Ford Motor Company","Lincoln","Navigator 2WD",3.5,6,"Auto(S6)",15,21,6,"R"
"Ford Motor Company","Lincoln","Navigator L 2WD",3.5,6,"Auto(S6)",15,20,6,"R"
"Mercedes-Benz","Mercedes-Benz","GLE 350",3.5,6,"Auto(A7)",18,23,7,"R"
"Nissan","NISSAN","ARMADA 2WD",5.6,8,"Auto(S7)",14,19,7,"R"
"Toyota","TOYOTA","4RUNNER 2WD",4,6,"Auto(S5)",17,21,5,"R"
"Toyota","TOYOTA","SEQUOIA 2WD",5.7,8,"Auto(S6)",13,17,6,"R"
"Volvo","Volvo Cars of North America, LLC","XC90 FWD",2,4,"Auto(S8)",22,26,8,"F"
"Volkswagen Group of","Audi","Q7",2,4,"Auto(S8)",20,25,8,"A"
"Volkswagen Group of","Audi","Q7",3,6,"Auto(S8)",19,25,8,"A"
"Volkswagen Group of","Bentley","Bentayga",6,12,"Auto(S8)",12,19,8,"A"
"BMW","BMW","X5 M",4.4,8,"Auto(S8)",14,19,8,"A"
"BMW","BMW","X5 xDrive 35d",3,6,"Auto(S8)",23,29,8,"A"
"BMW","BMW","X5 xDrive35i",3,6,"Auto(S8)",18,24,8,"A"
"BMW","BMW","X5 xDrive50i",4.4,8,"Auto(S8)",15,21,8,"A"
"BMW","BMW","X6 M",4.4,8,"Auto(S8)",14,19,8,"A"
"BMW","BMW","X6 xDrive35i",3,6,"Auto(S8)",18,24,8,"A"
"BMW","BMW","X6 xDrive50i",4.4,8,"Auto(S8)",15,21,8,"A"
"General Motors","Buick","ENCLAVE AWD",3.6,6,"Auto(A6)",15,22,6,"A"
"General Motors","Cadillac","ESCALADE 4WD",6.2,8,"Auto(A8)",15,20,8,"4"
"General Motors","Chevrolet","K1500 SUBURBAN 4WD",5.3,8,"Auto(A6)",15,22,6,"4"
"General Motors","Chevrolet","K1500 SUBURBAN 4WD",5.3,8,"Auto(A6)",15,22,6,"4"
"General Motors","Chevrolet","K1500 TAHOE 4WD",5.3,8,"Auto(A6)",16,22,6,"4"
"General Motors","Chevrolet","K1500 TAHOE 4WD",5.3,8,"Auto(A6)",16,22,6,"4"
"General Motors","Chevrolet","TRAVERSE AWD",3.6,6,"Auto(A6)",15,22,6,"A"
"FCA US LLC","Dodge","Durango AWD",3.6,6,"Auto(A8)",18,25,8,"4"
"FCA US LLC","Dodge","Durango AWD",5.7,8,"Auto(A8)",14,22,8,"A"
"Ford Motor Company","Ford","Expedition 4WD",3.5,6,"Auto(S6)",15,20,6,"P"
"Ford Motor Company","Ford","Expedition EL 4WD",3.5,6,"Auto(S6)",15,19,6,"P"
"Ford Motor Company","Ford","EXPLORER AWD",2.3,4,"Auto(S6)",18,25,6,"A"
"Ford Motor Company","Ford","EXPLORER AWD",3.5,6,"Auto(S6)",16,22,6,"A"
"Ford Motor Company","Ford","EXPLORER AWD",3.5,6,"Auto(S6)",16,23,6,"A"
"Ford Motor Company","Ford","EXPLORER FFV AWD",3.5,6,"Auto(S6)",16,23,6,"A"
"Ford Motor Company","Ford","FLEX AWD",3.5,6,"Auto(S6)",15,21,6,"A"
"Ford Motor Company","Ford","FLEX AWD",3.5,6,"Auto(S6)",16,22,6,"A"
"General Motors","GMC","ACADIA AWD",2.5,4,"Auto(A6)",21,25,6,"A"
"General Motors","GMC","ACADIA AWD",3.6,6,"Auto(A6)",18,25,6,"A"
"General Motors","GMC","ACADIA LIMITED AWD",3.6,6,"Auto(A6)",15,22,6,"A"
"General Motors","GMC","K1500 YUKON 4WD",5.3,8,"Auto(A6)",16,22,6,"4"
"General Motors","GMC","K1500 YUKON 4WD",5.3,8,"Auto(A6)",16,22,6,"4"
"General Motors","GMC","K1500 YUKON 4WD",6.2,8,"Auto(A8)",15,20,8,"4"
"General Motors","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(A6)",15,22,6,"4"
"General Motors","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(A6)",15,22,6,"4"
"General Motors","GMC","K1500 YUKON XL 4WD",6.2,8,"Auto(A8)",14,20,8,"4"
"Nissan","INFINITI","QX60 AWD Hybrid",2.5,4,"Auto(AV-S7)",25,27,7,"A"
"Nissan","INFINITI","QX80 4WD",5.6,8,"Auto(S7)",13,19,7,"4"
"FCA US LLC","Jeep","Grand Cherokee 4X4",3.6,6,"Auto(A8)",18,25,8,"4"
"FCA US LLC","Jeep","Grand Cherokee 4X4",5.7,8,"Auto(A8)",14,22,8,"A"
"FCA US LLC","Jeep","Grand Cherokee SRT 4x4",6.4,8,"Auto(A8)",13,19,8,"A"
"Jaguar Land Rover L","Land Rover","Range Rover",3,6,"Auto(S8)",17,23,8,"4"
"Jaguar Land Rover L","Land Rover","Range Rover",5,8,"Auto(S8)",14,19,8,"4"
"Jaguar Land Rover L","Land Rover","Range Rover LWB",5,8,"Auto(S8)",14,19,8,"4"
"Jaguar Land Rover L","Land Rover","Range Rover Sport",3,6,"Auto(S8)",17,23,8,"4"
"Jaguar Land Rover L","Land Rover","Range Rover Sport",5,8,"Auto(S8)",14,19,8,"4"
"Toyota","LEXUS","GX 460",4.6,8,"Auto(S6)",15,18,6,"4"
"Toyota","LEXUS","LX 570",5.7,8,"Auto(S8)",13,18,8,"4"
"Toyota","LEXUS","RX 450h AWD",3.5,6,"Auto(AV-S6)",31,28,6,"A"
"Ford Motor Company","Lincoln","MKT AWD",3.5,6,"Auto(S6)",15,21,6,"A"
